Sample ID	iCluster
TCGA-DG-A2KM	27
TCGA-DR-A0ZL	27
TCGA-DR-A0ZM	27
TCGA-DS-A0VK	27
TCGA-DS-A0VL	27
TCGA-DS-A0VM	27
TCGA-DS-A0VN	27
TCGA-DS-A3LQ	27
TCGA-DS-A5RQ	27
TCGA-DS-A7WF	18
TCGA-DS-A7WH	18
TCGA-DS-A7WI	27
TCGA-EA-A1QS	20
TCGA-EA-A1QT	25
TCGA-EA-A3HQ	27
TCGA-EA-A3HR	10
TCGA-EA-A3HS	27
TCGA-EA-A3HT	27
TCGA-EA-A3QD	27
TCGA-EA-A3QE	27
TCGA-EA-A3Y4	27
TCGA-EA-A410	20
TCGA-EA-A411	10
TCGA-EA-A439	13
TCGA-EA-A43B	27
TCGA-EA-A44S	27
TCGA-EA-A4BA	8
TCGA-EA-A50E	27
TCGA-EA-A556	17
TCGA-EA-A5FO	18
TCGA-EA-A5O9	27
TCGA-EA-A5ZD	27
TCGA-EA-A5ZE	27
TCGA-EA-A5ZF	10
TCGA-EA-A6QX	27
TCGA-EA-A78R	27
TCGA-EA-A97N	27
TCGA-EK-A2GZ	10
TCGA-EK-A2H0	27
TCGA-EK-A2H1	27
TCGA-EK-A2IP	27
TCGA-EK-A2PG	27
TCGA-EK-A2PI	25
TCGA-EK-A2PK	27
TCGA-EK-A2PL	27
TCGA-EK-A2PM	10
TCGA-EK-A2R7	10
TCGA-EK-A2R8	27
TCGA-EK-A2R9	27
TCGA-EK-A2RA	27
TCGA-EK-A2RB	27
TCGA-EK-A2RC	27
TCGA-EK-A2RE	10
TCGA-EK-A2RJ	27
TCGA-EK-A2RK	27
TCGA-EK-A2RL	18
TCGA-EK-A2RM	2
TCGA-EK-A2RN	27
TCGA-EK-A2RO	27
TCGA-EK-A3GJ	27
TCGA-EK-A3GK	27
TCGA-EK-A3GM	4
TCGA-EK-A3GN	27
TCGA-EX-A1H5	27
TCGA-EX-A1H6	8
TCGA-EX-A3L1	27
TCGA-EX-A69L	27
TCGA-EX-A69M	27
TCGA-EX-A8YF	20
TCGA-FU-A23K	27
TCGA-FU-A23L	10
TCGA-FU-A2QG	27
TCGA-FU-A3EO	18
TCGA-FU-A3HY	27
TCGA-FU-A3HZ	8
TCGA-FU-A3NI	27
TCGA-FU-A3TQ	27
TCGA-FU-A3TX	27
TCGA-FU-A3WB	27
TCGA-FU-A3YQ	27
TCGA-FU-A40J	18
TCGA-FU-A57G	20
TCGA-FU-A5XV	27
TCGA-FU-A770	27
TCGA-GH-A9DA	27
TCGA-HG-A2PA	27
TCGA-HM-A3JJ	27
TCGA-HM-A3JK	27
TCGA-HM-A4S6	27
TCGA-HM-A6W2	8
TCGA-IR-A3L7	27
TCGA-IR-A3LA	25
TCGA-IR-A3LB	18
TCGA-IR-A3LC	27
TCGA-IR-A3LF	18
TCGA-IR-A3LH	27
TCGA-IR-A3LI	18
TCGA-IR-A3LK	27
TCGA-IR-A3LL	27
TCGA-JW-A5VG	27
TCGA-JW-A5VH	8
TCGA-JW-A5VI	27
TCGA-JW-A5VJ	27
TCGA-JW-A5VK	27
TCGA-JW-A5VL	27
TCGA-JW-A69B	18
TCGA-JW-A852	27
TCGA-JW-AAVH	27
TCGA-JX-A3PZ	27
TCGA-JX-A3Q0	27
TCGA-JX-A3Q8	18
TCGA-JX-A5QV	27
TCGA-LP-A4AU	27
TCGA-LP-A4AV	27
TCGA-LP-A4AW	10
TCGA-LP-A4AX	27
TCGA-LP-A5U2	27
TCGA-LP-A5U3	27
TCGA-LP-A7HU	18
TCGA-MA-AA3W	27
TCGA-MA-AA3X	27
TCGA-MA-AA3Y	27
TCGA-MA-AA3Z	27
TCGA-MA-AA41	27
TCGA-MA-AA42	27
TCGA-MA-AA43	27
TCGA-MU-A51Y	27
TCGA-MU-A5YI	10
TCGA-MU-A8JM	27
TCGA-MY-A5BD	27
TCGA-MY-A5BE	27
TCGA-MY-A5BF	27
TCGA-MY-A913	27
TCGA-PN-A8MA	13
TCGA-Q1-A5R1	18
TCGA-Q1-A5R2	27
TCGA-Q1-A5R3	27
TCGA-Q1-A6DT	27
TCGA-Q1-A6DV	8
TCGA-Q1-A6DW	27
TCGA-Q1-A73O	27
TCGA-Q1-A73P	18
TCGA-Q1-A73Q	27
TCGA-Q1-A73R	18
TCGA-Q1-A73S	10
TCGA-R2-A69V	27
TCGA-RA-A741	27
TCGA-UC-A7PD	27
TCGA-UC-A7PF	27
TCGA-UC-A7PG	27
TCGA-UC-A7PI	27
TCGA-VS-A8EB	27
TCGA-VS-A8EC	27
TCGA-VS-A8EG	27
TCGA-VS-A8EH	27
TCGA-VS-A8EI	27
TCGA-VS-A8EJ	13
TCGA-VS-A8EL	27
TCGA-VS-A8Q8	27
TCGA-VS-A8Q9	25
TCGA-VS-A8QA	18
TCGA-VS-A8QC	27
TCGA-VS-A8QF	27
TCGA-VS-A8QH	4
TCGA-VS-A8QM	20
TCGA-VS-A94W	27
TCGA-VS-A94X	27
TCGA-VS-A94Y	10
TCGA-VS-A94Z	27
TCGA-VS-A950	27
TCGA-VS-A952	18
TCGA-VS-A953	27
TCGA-VS-A954	27
TCGA-VS-A957	27
TCGA-VS-A958	27
TCGA-VS-A959	27
TCGA-VS-A9U5	18
TCGA-VS-A9U6	10
TCGA-VS-A9U7	27
TCGA-VS-A9UB	27
TCGA-VS-A9UC	27
TCGA-VS-A9UD	27
TCGA-VS-A9UH	27
TCGA-VS-A9UI	27
TCGA-VS-A9UJ	8
TCGA-VS-A9UL	2
TCGA-VS-A9UM	27
TCGA-VS-A9UO	27
TCGA-VS-A9UP	10
TCGA-VS-A9UQ	18
TCGA-VS-A9UR	8
TCGA-VS-A9UT	22
TCGA-VS-A9UU	27
TCGA-VS-A9UV	27
TCGA-VS-A9UY	27
TCGA-VS-A9UZ	18
TCGA-VS-A9V0	13
TCGA-VS-A9V1	27
TCGA-VS-A9V2	27
TCGA-VS-A9V3	27
TCGA-VS-A9V4	4
TCGA-VS-A9V5	18
TCGA-VS-AA62	27
TCGA-WL-A834	27
TCGA-XS-A8TJ	27
TCGA-ZJ-A8QO	27
TCGA-ZJ-A8QQ	27
TCGA-ZJ-A8QR	27
TCGA-ZJ-AAX4	27
TCGA-ZJ-AAX8	27
TCGA-ZJ-AAXA	27
TCGA-ZJ-AAXB	27
TCGA-ZJ-AAXD	27
TCGA-ZJ-AAXF	27
TCGA-ZJ-AAXI	27
TCGA-ZJ-AAXJ	27
TCGA-ZJ-AAXN	27
TCGA-ZJ-AAXT	27
TCGA-ZJ-AAXU	27
TCGA-ZJ-AB0H	27
TCGA-ZJ-AB0I	27
TCGA-ZX-AA5X	27
TCGA-3L-AA1B	4
TCGA-4N-A93T	4
TCGA-4T-AA8H	4
TCGA-5M-AAT4	4
TCGA-5M-AAT5	4
TCGA-5M-AAT6	20
TCGA-5M-AATA	4
TCGA-5M-AATE	4
TCGA-A6-2675	4
TCGA-A6-2682	4
TCGA-A6-2685	20
TCGA-A6-2686	18
TCGA-A6-4105	18
TCGA-A6-5657	20
TCGA-A6-5660	4
TCGA-A6-5661	18
TCGA-A6-5662	4
TCGA-A6-5664	20
TCGA-A6-5665	18
TCGA-A6-5666	4
TCGA-A6-5667	4
TCGA-A6-6137	4
TCGA-A6-6138	4
TCGA-A6-6140	4
TCGA-A6-6141	4
TCGA-A6-6142	4
TCGA-A6-6648	4
TCGA-A6-6649	18
TCGA-A6-6651	20
TCGA-A6-6652	4
TCGA-A6-6653	18
TCGA-A6-6654	20
TCGA-A6-6782	4
TCGA-A6-A565	20
TCGA-A6-A566	18
TCGA-A6-A567	4
TCGA-A6-A56B	4
TCGA-A6-A5ZU	4
TCGA-AA-3489	20
TCGA-AA-3492	18
TCGA-AA-3495	4
TCGA-AA-3496	4
TCGA-AA-3502	4
TCGA-AA-3506	4
TCGA-AA-3511	4
TCGA-AA-3526	4
TCGA-AA-3655	4
TCGA-AA-3660	4
TCGA-AA-3663	18
TCGA-AA-3685	4
TCGA-AA-3712	4
TCGA-AA-3713	18
TCGA-AA-A01P	18
TCGA-AA-A01X	4
TCGA-AA-A01Z	4
TCGA-AA-A02Y	4
TCGA-AD-5900	18
TCGA-AD-6548	4
TCGA-AD-6888	2
TCGA-AD-6889	18
TCGA-AD-6890	4
TCGA-AD-6895	18
TCGA-AD-6899	4
TCGA-AD-6901	4
TCGA-AD-6963	4
TCGA-AD-6964	20
TCGA-AD-6965	4
TCGA-AD-A5EJ	18
TCGA-AD-A5EK	4
TCGA-AM-5820	4
TCGA-AM-5821	18
TCGA-AU-3779	4
TCGA-AU-6004	18
TCGA-AY-5543	4
TCGA-AY-6196	20
TCGA-AY-6197	18
TCGA-AY-6386	4
TCGA-AY-A54L	4
TCGA-AY-A69D	4
TCGA-AY-A71X	4
TCGA-AY-A8YK	4
TCGA-AZ-4313	4
TCGA-AZ-4315	4
TCGA-AZ-4323	20
TCGA-AZ-4614	18
TCGA-AZ-4615	18
TCGA-AZ-4616	4
TCGA-AZ-4682	4
TCGA-AZ-4684	4
TCGA-AZ-5403	4
TCGA-AZ-5407	18
TCGA-AZ-6598	18
TCGA-AZ-6599	4
TCGA-AZ-6600	4
TCGA-AZ-6603	4
TCGA-AZ-6605	4
TCGA-AZ-6606	18
TCGA-AZ-6607	14
TCGA-CA-5254	18
TCGA-CA-5255	4
TCGA-CA-5256	4
TCGA-CA-5796	4
TCGA-CA-5797	4
TCGA-CA-6715	4
TCGA-CA-6716	4
TCGA-CA-6717	20
TCGA-CA-6718	18
TCGA-CA-6719	4
TCGA-CK-4947	4
TCGA-CK-4948	4
TCGA-CK-4950	18
TCGA-CK-4951	18
TCGA-CK-4952	18
TCGA-CK-5912	4
TCGA-CK-5913	18
TCGA-CK-5914	4
TCGA-CK-5915	4
TCGA-CK-5916	18
TCGA-CK-6746	18
TCGA-CK-6747	4
TCGA-CK-6748	4
TCGA-CK-6751	18
TCGA-CM-4743	18
TCGA-CM-4744	18
TCGA-CM-4747	4
TCGA-CM-4751	18
TCGA-CM-5344	4
TCGA-CM-5348	4
TCGA-CM-5349	4
TCGA-CM-5860	4
TCGA-CM-5861	18
TCGA-CM-5862	4
TCGA-CM-5863	20
TCGA-CM-5864	4
TCGA-CM-5868	4
TCGA-CM-6161	4
TCGA-CM-6162	20
TCGA-CM-6163	4
TCGA-CM-6164	4
TCGA-CM-6165	4
TCGA-CM-6166	4
TCGA-CM-6167	20
TCGA-CM-6168	20
TCGA-CM-6169	4
TCGA-CM-6170	4
TCGA-CM-6171	18
TCGA-CM-6172	4
TCGA-CM-6674	20
TCGA-CM-6675	18
TCGA-CM-6676	4
TCGA-CM-6677	4
TCGA-CM-6678	4
TCGA-CM-6679	4
TCGA-CM-6680	4
TCGA-D5-5537	4
TCGA-D5-5538	4
TCGA-D5-5539	4
TCGA-D5-5540	4
TCGA-D5-5541	4
TCGA-D5-6529	4
TCGA-D5-6530	4
TCGA-D5-6531	18
TCGA-D5-6532	4
TCGA-D5-6533	4
TCGA-D5-6534	20
TCGA-D5-6535	4
TCGA-D5-6536	4
TCGA-D5-6537	4
TCGA-D5-6538	18
TCGA-D5-6539	4
TCGA-D5-6540	18
TCGA-D5-6541	4
TCGA-D5-6898	4
TCGA-D5-6920	4
TCGA-D5-6922	4
TCGA-D5-6923	4
TCGA-D5-6924	4
TCGA-D5-6926	4
TCGA-D5-6927	20
TCGA-D5-6928	20
TCGA-D5-6929	4
TCGA-D5-6930	18
TCGA-D5-6931	18
TCGA-D5-6932	4
TCGA-D5-7000	18
TCGA-DM-A0X9	18
TCGA-DM-A0XD	18
TCGA-DM-A0XF	4
TCGA-DM-A1D0	2
TCGA-DM-A1D4	4
TCGA-DM-A1D6	4
TCGA-DM-A1D7	4
TCGA-DM-A1D8	4
TCGA-DM-A1D9	4
TCGA-DM-A1DA	18
TCGA-DM-A1DB	4
TCGA-DM-A1HA	4
TCGA-DM-A1HB	18
TCGA-DM-A280	4
TCGA-DM-A282	4
TCGA-DM-A285	4
TCGA-DM-A288	4
TCGA-DM-A28A	4
TCGA-DM-A28C	4
TCGA-DM-A28E	4
TCGA-DM-A28F	4
TCGA-DM-A28G	4
TCGA-DM-A28H	4
TCGA-DM-A28K	4
TCGA-DM-A28M	4
TCGA-F4-6459	4
TCGA-F4-6460	4
TCGA-F4-6461	18
TCGA-F4-6463	4
TCGA-F4-6569	20
TCGA-F4-6570	18
TCGA-F4-6703	20
TCGA-F4-6704	20
TCGA-F4-6805	20
TCGA-F4-6806	4
TCGA-F4-6807	20
TCGA-F4-6808	4
TCGA-F4-6809	20
TCGA-F4-6854	4
TCGA-F4-6855	4
TCGA-F4-6856	4
TCGA-G4-6293	4
TCGA-G4-6294	4
TCGA-G4-6295	4
TCGA-G4-6297	4
TCGA-G4-6298	4
TCGA-G4-6299	18
TCGA-G4-6302	20
TCGA-G4-6303	4
TCGA-G4-6304	4
TCGA-G4-6306	4
TCGA-G4-6307	4
TCGA-G4-6309	4
TCGA-G4-6311	4
TCGA-G4-6315	4
TCGA-G4-6317	4
TCGA-G4-6320	18
TCGA-G4-6321	18
TCGA-G4-6322	18
TCGA-G4-6323	4
TCGA-G4-6586	18
TCGA-G4-6588	18
TCGA-G4-6626	4
TCGA-G4-6627	20
TCGA-G4-6628	18
TCGA-NH-A50T	4
TCGA-NH-A50U	4
TCGA-NH-A50V	4
TCGA-NH-A5IV	4
TCGA-NH-A6GA	4
TCGA-NH-A6GB	4
TCGA-NH-A6GC	4
TCGA-NH-A8F7	4
TCGA-NH-A8F8	4
TCGA-QG-A5YV	4
TCGA-QG-A5YW	4
TCGA-QG-A5YX	4
TCGA-QG-A5Z1	4
TCGA-QG-A5Z2	18
TCGA-QL-A97D	4
TCGA-RU-A8FL	4
TCGA-SS-A7HO	4
TCGA-T9-A92H	4
TCGA-WS-AB45	18
TCGA-18-3406	10
TCGA-18-3407	27
TCGA-18-3408	10
TCGA-18-3410	25
TCGA-18-3411	10
TCGA-18-3412	25
TCGA-18-3414	7
TCGA-18-3415	10
TCGA-18-3416	25
TCGA-18-3417	10
TCGA-18-3419	10
TCGA-18-3421	27
TCGA-18-4086	10
TCGA-18-4721	10
TCGA-18-5592	7
TCGA-21-1072	10
TCGA-21-1075	10
TCGA-21-1076	20
TCGA-21-1079	27
TCGA-21-1080	10
TCGA-21-5782	25
TCGA-21-5783	10
TCGA-21-5784	20
TCGA-21-5786	10
TCGA-21-5787	20
TCGA-22-0940	20
TCGA-22-0944	2
TCGA-22-1011	25
TCGA-22-1012	10
TCGA-22-4591	7
TCGA-22-4593	25
TCGA-22-4594	20
TCGA-22-4595	10
TCGA-22-4596	20
TCGA-22-4601	10
TCGA-22-4604	10
TCGA-22-4605	20
TCGA-22-4607	10
TCGA-22-4609	10
TCGA-22-4613	10
TCGA-22-5471	25
TCGA-22-5472	10
TCGA-22-5473	10
TCGA-22-5474	20
TCGA-22-5477	10
TCGA-22-5478	10
TCGA-22-5479	10
TCGA-22-5480	10
TCGA-22-5481	13
TCGA-22-5482	10
TCGA-22-5483	10
TCGA-22-5485	10
TCGA-22-5489	20
TCGA-22-5491	10
TCGA-22-5492	20
TCGA-22-A5C4	17
TCGA-33-4532	13
TCGA-33-4533	22
TCGA-33-4538	10
TCGA-33-4547	10
TCGA-33-4566	27
TCGA-33-4582	10
TCGA-33-4583	27
TCGA-33-4586	10
TCGA-33-4587	8
TCGA-33-4589	27
TCGA-33-6738	10
TCGA-33-A4WN	10
TCGA-33-A5GW	10
TCGA-33-AAS8	10
TCGA-33-AASB	10
TCGA-33-AASD	10
TCGA-33-AASI	10
TCGA-33-AASJ	27
TCGA-33-AASL	10
TCGA-34-2596	10
TCGA-34-2600	10
TCGA-34-2608	20
TCGA-34-5231	17
TCGA-34-5232	20
TCGA-34-5234	20
TCGA-34-5236	10
TCGA-34-5239	25
TCGA-34-5240	27
TCGA-34-5241	10
TCGA-34-5927	10
TCGA-34-5928	10
TCGA-34-5929	10
TCGA-34-7107	10
TCGA-34-8454	10
TCGA-34-8455	10
TCGA-34-8456	10
TCGA-34-A5IX	10
TCGA-37-3783	10
TCGA-37-3789	10
TCGA-37-3792	27
TCGA-37-4130	20
TCGA-37-4133	27
TCGA-37-4135	25
TCGA-37-4141	10
TCGA-37-5819	7
TCGA-37-A5EL	10
TCGA-37-A5EN	10
TCGA-39-5011	20
TCGA-39-5019	10
TCGA-39-5021	20
TCGA-39-5022	20
TCGA-39-5024	10
TCGA-39-5027	10
TCGA-39-5028	10
TCGA-39-5029	10
TCGA-39-5030	20
TCGA-39-5031	10
TCGA-39-5034	20
TCGA-39-5035	27
TCGA-39-5036	10
TCGA-39-5037	10
TCGA-39-5039	20
TCGA-39-5040	10
TCGA-43-2578	17
TCGA-43-2581	14
TCGA-43-3394	10
TCGA-43-3920	10
TCGA-43-5668	20
TCGA-43-5670	10
TCGA-43-6143	13
TCGA-43-6647	20
TCGA-43-6770	10
TCGA-43-6771	25
TCGA-43-6773	20
TCGA-43-7656	10
TCGA-43-7657	13
TCGA-43-7658	13
TCGA-43-8115	10
TCGA-43-8116	25
TCGA-43-8118	10
TCGA-43-A474	10
TCGA-43-A475	20
TCGA-43-A56U	20
TCGA-43-A56V	10
TCGA-46-3765	10
TCGA-46-3766	20
TCGA-46-3767	20
TCGA-46-3768	7
TCGA-46-3769	10
TCGA-46-6025	10
TCGA-46-6026	7
TCGA-51-4079	10
TCGA-51-4080	10
TCGA-51-4081	7
TCGA-52-7622	20
TCGA-52-7809	10
TCGA-52-7810	10
TCGA-52-7811	10
TCGA-52-7812	25
TCGA-56-1622	10
TCGA-56-5897	10
TCGA-56-5898	10
TCGA-56-6545	10
TCGA-56-6546	20
TCGA-56-7221	25
TCGA-56-7222	10
TCGA-56-7223	10
TCGA-56-7579	17
TCGA-56-7580	10
TCGA-56-7582	10
TCGA-56-7730	10
TCGA-56-7731	20
TCGA-56-7822	10
TCGA-56-7823	10
TCGA-56-8082	7
TCGA-56-8083	25
TCGA-56-8201	20
TCGA-56-8304	10
TCGA-56-8305	10
TCGA-56-8307	10
TCGA-56-8308	25
TCGA-56-8309	20
TCGA-56-8503	20
TCGA-56-8504	10
TCGA-56-8622	10
TCGA-56-8623	20
TCGA-56-8624	20
TCGA-56-8625	20
TCGA-56-8626	10
TCGA-56-8628	10
TCGA-56-8629	10
TCGA-56-A49D	10
TCGA-56-A4BW	10
TCGA-56-A4BX	10
TCGA-56-A4BY	13
TCGA-56-A4ZJ	20
TCGA-56-A4ZK	27
TCGA-56-A5DR	10
TCGA-56-A62T	10
TCGA-58-8386	10
TCGA-58-8387	10
TCGA-58-8388	20
TCGA-58-8390	25
TCGA-58-8391	7
TCGA-58-8392	10
TCGA-58-8393	10
TCGA-58-A46J	10
TCGA-58-A46K	10
TCGA-58-A46L	10
TCGA-58-A46M	17
TCGA-58-A46N	10
TCGA-60-2695	22
TCGA-60-2697	20
TCGA-60-2698	25
TCGA-60-2703	10
TCGA-60-2704	20
TCGA-60-2706	10
TCGA-60-2708	10
TCGA-60-2709	20
TCGA-60-2710	10
TCGA-60-2711	10
TCGA-60-2713	10
TCGA-60-2714	14
TCGA-60-2716	10
TCGA-60-2719	10
TCGA-60-2720	20
TCGA-60-2721	10
TCGA-60-2722	7
TCGA-60-2723	10
TCGA-60-2724	10
TCGA-60-2725	25
TCGA-63-5128	10
TCGA-63-5131	10
TCGA-63-6202	14
TCGA-63-7020	10
TCGA-63-7021	10
TCGA-63-7022	20
TCGA-63-A5M9	25
TCGA-63-A5MB	10
TCGA-63-A5MG	20
TCGA-63-A5MH	10
TCGA-63-A5MI	10
TCGA-63-A5MJ	25
TCGA-63-A5ML	13
TCGA-63-A5MM	27
TCGA-63-A5MN	20
TCGA-63-A5MP	10
TCGA-63-A5MR	10
TCGA-63-A5MS	25
TCGA-63-A5MT	10
TCGA-63-A5MU	25
TCGA-63-A5MV	10
TCGA-63-A5MW	10
TCGA-63-A5MY	7
TCGA-66-2727	17
TCGA-66-2734	10
TCGA-66-2737	10
TCGA-66-2742	10
TCGA-66-2744	25
TCGA-66-2753	10
TCGA-66-2754	10
TCGA-66-2755	10
TCGA-66-2758	10
TCGA-66-2759	17
TCGA-66-2763	17
TCGA-66-2765	10
TCGA-66-2766	10
TCGA-66-2767	25
TCGA-66-2768	25
TCGA-66-2770	10
TCGA-66-2771	10
TCGA-66-2777	10
TCGA-66-2780	10
TCGA-66-2781	10
TCGA-66-2782	10
TCGA-66-2783	27
TCGA-66-2785	10
TCGA-66-2786	10
TCGA-66-2787	10
TCGA-66-2788	10
TCGA-66-2789	10
TCGA-66-2790	25
TCGA-66-2791	10
TCGA-66-2792	10
TCGA-66-2793	7
TCGA-66-2794	10
TCGA-66-2795	10
TCGA-66-2800	10
TCGA-68-7755	10
TCGA-68-7756	10
TCGA-68-7757	10
TCGA-68-8250	22
TCGA-68-8251	10
TCGA-68-A59I	20
TCGA-68-A59J	25
TCGA-6A-AB49	7
TCGA-70-6722	10
TCGA-70-6723	13
TCGA-77-6842	10
TCGA-77-6843	10
TCGA-77-6844	10
TCGA-77-6845	10
TCGA-77-7138	10
TCGA-77-7139	10
TCGA-77-7140	10
TCGA-77-7141	7
TCGA-77-7142	10
TCGA-77-7335	10
TCGA-77-7337	10
TCGA-77-7338	10
TCGA-77-7463	17
TCGA-77-7465	25
TCGA-77-8007	14
TCGA-77-8008	10
TCGA-77-8009	25
TCGA-77-8128	10
TCGA-77-8130	10
TCGA-77-8131	20
TCGA-77-8133	25
TCGA-77-8136	20
TCGA-77-8138	10
TCGA-77-8139	10
TCGA-77-8140	10
TCGA-77-8143	10
TCGA-77-8144	10
TCGA-77-8145	10
TCGA-77-8148	10
TCGA-77-8150	27
TCGA-77-8153	10
TCGA-77-8154	10
TCGA-77-8156	10
TCGA-77-A5FZ	20
TCGA-77-A5G1	20
TCGA-77-A5G3	10
TCGA-77-A5G6	7
TCGA-77-A5G7	10
TCGA-77-A5G8	10
TCGA-77-A5GB	27
TCGA-77-A5GF	27
TCGA-77-A5GH	10
TCGA-79-5596	10
TCGA-85-6175	20
TCGA-85-6560	14
TCGA-85-6561	20
TCGA-85-6798	10
TCGA-85-7696	10
TCGA-85-7697	10
TCGA-85-7698	10
TCGA-85-7699	25
TCGA-85-7710	10
TCGA-85-7843	17
TCGA-85-7844	10
TCGA-85-7950	10
TCGA-85-8048	20
TCGA-85-8049	20
TCGA-85-8052	10
TCGA-85-8070	17
TCGA-85-8071	10
TCGA-85-8072	25
TCGA-85-8276	10
TCGA-85-8287	20
TCGA-85-8288	10
TCGA-85-8350	10
TCGA-85-8351	10
TCGA-85-8352	25
TCGA-85-8353	20
TCGA-85-8354	25
TCGA-85-8355	20
TCGA-85-8479	27
TCGA-85-8481	10
TCGA-85-8580	10
TCGA-85-8582	10
TCGA-85-8584	20
TCGA-85-8664	25
TCGA-85-8666	10
TCGA-85-A4CL	10
TCGA-85-A4CN	10
TCGA-85-A4JB	10
TCGA-85-A4JC	10
TCGA-85-A4PA	3
TCGA-85-A4QQ	25
TCGA-85-A4QR	17
TCGA-85-A50M	10
TCGA-85-A50Z	10
TCGA-85-A510	10
TCGA-85-A511	25
TCGA-85-A512	10
TCGA-85-A513	22
TCGA-85-A53L	10
TCGA-85-A5B5	25
TCGA-90-6837	20
TCGA-90-7766	25
TCGA-90-7767	10
TCGA-90-7769	10
TCGA-90-7964	10
TCGA-90-A4ED	20
TCGA-90-A4EE	25
TCGA-90-A59Q	20
TCGA-92-7340	20
TCGA-92-7341	10
TCGA-92-8063	10
TCGA-92-8064	25
TCGA-92-8065	10
TCGA-94-7033	10
TCGA-94-7557	10
TCGA-94-7943	2
TCGA-94-8035	10
TCGA-94-8490	7
TCGA-94-8491	27
TCGA-94-A4VJ	25
TCGA-94-A5I4	10
TCGA-94-A5I6	10
TCGA-96-7544	10
TCGA-96-7545	10
TCGA-96-8169	25
TCGA-96-8170	10
TCGA-96-A4JL	14
TCGA-98-7454	20
TCGA-98-8020	25
TCGA-98-8021	10
TCGA-98-8022	10
TCGA-98-8023	10
TCGA-98-A538	25
TCGA-98-A539	10
TCGA-98-A53A	10
TCGA-98-A53B	10
TCGA-98-A53C	20
TCGA-98-A53D	20
TCGA-98-A53H	20
TCGA-98-A53I	10
TCGA-98-A53J	10
TCGA-J1-A4AH	10
TCGA-L3-A4E7	20
TCGA-L3-A524	10
TCGA-LA-A446	10
TCGA-LA-A7SW	10
TCGA-MF-A522	10
TCGA-NC-A5HD	10
TCGA-NC-A5HE	20
TCGA-NC-A5HF	10
TCGA-NC-A5HG	25
TCGA-NC-A5HH	25
TCGA-NC-A5HI	10
TCGA-NC-A5HJ	20
TCGA-NC-A5HK	10
TCGA-NC-A5HL	27
TCGA-NC-A5HM	10
TCGA-NC-A5HN	10
TCGA-NC-A5HO	25
TCGA-NC-A5HP	10
TCGA-NC-A5HQ	10
TCGA-NC-A5HR	17
TCGA-NC-A5HT	10
TCGA-NK-A5CR	17
TCGA-NK-A5CT	10
TCGA-NK-A5CX	10
TCGA-NK-A7XE	10
TCGA-O2-A52N	10
TCGA-O2-A52Q	10
TCGA-O2-A52S	25
TCGA-O2-A52V	10
TCGA-O2-A52W	10
TCGA-O2-A5IB	22
TCGA-XC-AA0X	10
TCGA-AF-2687	20
TCGA-AF-2690	20
TCGA-AF-2693	4
TCGA-AF-3911	4
TCGA-AF-4110	4
TCGA-AF-6136	4
TCGA-AF-6655	4
TCGA-AF-6672	4
TCGA-AF-A56K	4
TCGA-AF-A56L	2
TCGA-AF-A56N	4
TCGA-AG-3591	4
TCGA-AG-3592	4
TCGA-AG-3725	4
TCGA-AG-3731	20
TCGA-AG-3732	4
TCGA-AG-3742	4
TCGA-AG-3902	4
TCGA-AG-4021	4
TCGA-AG-4022	4
TCGA-AH-6544	4
TCGA-AH-6547	20
TCGA-AH-6643	4
TCGA-AH-6644	4
TCGA-AH-6897	4
TCGA-AH-6903	4
TCGA-CI-6619	4
TCGA-CI-6620	4
TCGA-CI-6621	4
TCGA-CI-6622	4
TCGA-CI-6623	4
TCGA-CI-6624	4
TCGA-CL-4957	4
TCGA-CL-5917	4
TCGA-CL-5918	4
TCGA-DC-4745	4
TCGA-DC-4749	4
TCGA-DC-5337	4
TCGA-DC-5869	4
TCGA-DC-6154	4
TCGA-DC-6155	4
TCGA-DC-6156	4
TCGA-DC-6157	4
TCGA-DC-6158	4
TCGA-DC-6160	4
TCGA-DC-6681	4
TCGA-DC-6682	4
TCGA-DC-6683	4
TCGA-DT-5265	18
TCGA-DY-A0XA	4
TCGA-DY-A1DC	4
TCGA-DY-A1DD	4
TCGA-DY-A1DE	13
TCGA-DY-A1DF	4
TCGA-DY-A1DG	4
TCGA-DY-A1H8	4
TCGA-EF-5830	4
TCGA-EF-5831	4
TCGA-EI-6506	4
TCGA-EI-6507	20
TCGA-EI-6508	4
TCGA-EI-6509	4
TCGA-EI-6510	4
TCGA-EI-6511	4
TCGA-EI-6512	4
TCGA-EI-6513	4
TCGA-EI-6514	4
TCGA-EI-6881	4
TCGA-EI-6882	4
TCGA-EI-6883	4
TCGA-EI-6884	4
TCGA-EI-6885	4
TCGA-EI-6917	18
TCGA-EI-7002	4
TCGA-EI-7004	20
TCGA-F5-6464	4
TCGA-F5-6465	20
TCGA-F5-6571	4
TCGA-F5-6702	4
TCGA-F5-6810	4
TCGA-F5-6811	4
TCGA-F5-6812	20
TCGA-F5-6813	4
TCGA-F5-6814	4
TCGA-F5-6861	4
TCGA-F5-6863	4
TCGA-F5-6864	4
TCGA-G5-6641	4
TCGA-3Z-A93Z	28
TCGA-6D-AA2E	28
TCGA-A3-3308	28
TCGA-A3-3311	28
TCGA-A3-3313	28
TCGA-A3-3316	28
TCGA-A3-3317	28
